,date,location,sales
2322,2020-03-23,Mumbai,3085
2323,2020-04-25,Kolkata,5438
2324,2020-04-20,Banglore,8382
2325,2020-03-12,Delhi,9995
2326,2020-03-08,Banglore,3133
2327,2020-03-12,Delhi,5085
2328,2020-02-05,Kolkata,4988
2329,2020-02-23,Kolkata,2379
2330,2020-05-13,Banglore,8444
2331,2020-03-17,Kolkata,7632
2332,2020-01-18,Banglore,5942
2333,2020-03-23,Delhi,6865
2334,2020-04-24,Kolkata,5158
2335,2020-01-12,Kolkata,7432
2336,2020-01-18,Banglore,5307
2337,2020-01-20,Delhi,8812
2338,2020-04-07,Mumbai,6558
2339,2020-05-27,Mumbai,5830
2340,2020-02-14,Banglore,3209
2341,2020-04-11,Delhi,8458
2342,2020-04-15,Delhi,8009
2343,2020-02-06,Delhi,7194
2344,2020-02-23,Banglore,6353
2345,2020-01-27,Mumbai,8287
2346,2020-04-10,Mumbai,9052
2347,2020-03-15,Kolkata,2165
2348,2020-05-21,Delhi,2010
2349,2020-04-15,Kolkata,6339
2350,2020-04-02,Kolkata,7225
2351,2020-01-14,Banglore,4188
2352,2020-05-31,Mumbai,6506
2353,2020-05-05,Kolkata,6700
2354,2020-05-12,Delhi,7975
2355,2020-05-05,Delhi,9161
2356,2020-01-23,Mumbai,4251
2357,2020-01-14,Banglore,5724
2358,2020-03-28,Delhi,6379
2359,2020-01-27,Banglore,5588
2360,2020-04-02,Mumbai,5414
2361,2020-01-14,Banglore,8320
2362,2020-01-30,Mumbai,9737
2363,2020-04-04,Mumbai,8799
2364,2020-04-18,Kolkata,4745
2365,2020-05-01,Delhi,2170
2366,2020-04-15,Banglore,7711
2367,2020-03-25,Delhi,2737
2368,2020-01-10,Banglore,9238
2369,2020-03-13,Banglore,7042
2370,2020-04-13,Kolkata,6078
2371,2020-05-08,Banglore,6684
2372,2020-03-16,Mumbai,6426
2373,2020-01-31,Kolkata,5459
2374,2020-05-24,Delhi,5322
2375,2020-01-15,Delhi,6331
2376,2020-03-21,Kolkata,4238
2377,2020-02-28,Kolkata,2947
2378,2020-05-03,Mumbai,6653
2379,2020-03-19,Mumbai,6280
2380,2020-03-10,Mumbai,9751
2381,2020-03-06,Mumbai,4731
2382,2020-02-17,Kolkata,5074
2383,2020-01-05,Banglore,2418
2384,2020-02-01,Kolkata,4740
2385,2020-02-25,Delhi,8660
2386,2020-01-01,Banglore,3537
2387,2020-04-16,Kolkata,7908
2388,2020-05-19,Kolkata,3814
2389,2020-05-17,Banglore,6232
2390,2020-02-19,Kolkata,5257
2391,2020-02-19,Mumbai,7005
2392,2020-04-08,Kolkata,4085
2393,2020-05-14,Delhi,6798
2394,2020-03-17,Kolkata,8999
2395,2020-03-08,Kolkata,2560
2396,2020-03-14,Banglore,9188
2397,2020-05-05,Banglore,8905
2398,2020-02-17,Banglore,5720
2399,2020-03-31,Kolkata,5252
2400,2020-05-10,Kolkata,7841
2401,2020-01-16,Mumbai,2941
2402,2020-03-26,Kolkata,3379
2403,2020-05-06,Mumbai,7066
2404,2020-05-09,Delhi,2329
2405,2020-02-02,Delhi,5569
2406,2020-05-07,Delhi,3482
2407,2020-01-03,Mumbai,6102
2408,2020-04-27,Kolkata,2376
2409,2020-01-13,Mumbai,5340
2410,2020-04-26,Mumbai,4285
2411,2020-04-29,Mumbai,5154
2412,2020-04-16,Banglore,4196
2413,2020-02-07,Kolkata,4839
2414,2020-03-11,Mumbai,2620
2415,2020-02-02,Mumbai,8503
2416,2020-05-17,Delhi,9413
2417,2020-05-01,Delhi,3307
2418,2020-03-17,Mumbai,6874
2419,2020-01-10,Delhi,3960
2420,2020-01-31,Mumbai,8133
2421,2020-04-17,Delhi,8727
2422,2020-04-30,Banglore,4003
2423,2020-03-11,Banglore,2345
2424,2020-02-15,Mumbai,6649
2425,2020-05-31,Delhi,4703
2426,2020-01-18,Delhi,7401
2427,2020-03-07,Mumbai,3031
2428,2020-04-28,Banglore,6662
2429,2020-04-05,Mumbai,2559
2430,2020-05-08,Kolkata,7231
2431,2020-05-21,Kolkata,3865
2432,2020-04-28,Kolkata,2477
2433,2020-04-26,Mumbai,4538
2434,2020-04-12,Delhi,4724
2435,2020-02-09,Banglore,8376
2436,2020-02-29,Kolkata,6137
2437,2020-02-28,Mumbai,3652
2438,2020-04-09,Delhi,2044
2439,2020-05-24,Delhi,2939
2440,2020-02-20,Banglore,4312
2441,2020-02-26,Banglore,7718
2442,2020-01-08,Delhi,5110
2443,2020-05-01,Delhi,8551
2444,2020-04-09,Kolkata,3467
2445,2020-05-16,Delhi,4209
2446,2020-01-04,Mumbai,9472
2447,2020-01-20,Kolkata,2598
2448,2020-04-14,Delhi,5026
2449,2020-03-03,Banglore,8263
2450,2020-05-01,Banglore,2620
2451,2020-04-05,Delhi,3587
2452,2020-05-19,Delhi,6002
2453,2020-03-25,Kolkata,4349
2454,2020-04-04,Delhi,5602
2455,2020-03-04,Mumbai,6939
2456,2020-05-16,Banglore,4717
2457,2020-03-27,Mumbai,8915
2458,2020-05-24,Mumbai,9897
2459,2020-04-24,Kolkata,7160
2460,2020-02-05,Delhi,8087
2461,2020-04-05,Delhi,4361
2462,2020-05-21,Kolkata,7699
2463,2020-05-30,Delhi,3203
2464,2020-03-13,Delhi,5960
2465,2020-04-20,Banglore,6258
2466,2020-04-27,Mumbai,8564
2467,2020-05-14,Mumbai,2923
2468,2020-04-13,Banglore,7914
2469,2020-01-13,Kolkata,6646
2470,2020-04-11,Kolkata,9429
2471,2020-04-08,Kolkata,4328
2472,2020-05-21,Mumbai,6835
2473,2020-02-29,Banglore,9443
2474,2020-05-10,Kolkata,8723
2475,2020-02-16,Kolkata,3473
2476,2020-03-24,Kolkata,7522
2477,2020-01-26,Delhi,8957
2478,2020-03-12,Delhi,8580
2479,2020-01-12,Mumbai,3976
2480,2020-01-02,Kolkata,2253
2481,2020-05-20,Delhi,8327
2482,2020-03-31,Banglore,7084
2483,2020-02-20,Banglore,6456
2484,2020-04-21,Kolkata,8267
2485,2020-05-01,Kolkata,6106
2486,2020-01-16,Delhi,2303
2487,2020-03-28,Kolkata,7126
2488,2020-04-24,Kolkata,9264
2489,2020-03-06,Delhi,2073
2490,2020-03-31,Delhi,8837
2491,2020-01-29,Kolkata,6483
2492,2020-02-19,Delhi,5216
2493,2020-04-02,Mumbai,8527
2494,2020-02-05,Delhi,8784
2495,2020-01-07,Kolkata,6355
2496,2020-04-07,Kolkata,3767
2497,2020-02-03,Kolkata,6179
2498,2020-01-16,Mumbai,5351
2499,2020-05-29,Delhi,9035
2500,2020-04-09,Banglore,8679
2501,2020-01-19,Mumbai,9483
2502,2020-02-06,Banglore,7898
2503,2020-05-20,Banglore,8714
2504,2020-03-21,Kolkata,9602
2505,2020-03-21,Mumbai,7235
2506,2020-03-03,Banglore,9897
2507,2020-03-24,Mumbai,8984
2508,2020-01-19,Delhi,8411
2509,2020-05-04,Mumbai,3783
2510,2020-01-02,Delhi,3939
2511,2020-05-23,Delhi,4694
2512,2020-02-14,Mumbai,2825
2513,2020-02-02,Kolkata,4859
2514,2020-05-09,Mumbai,2577
2515,2020-05-18,Banglore,8502
2516,2020-05-16,Kolkata,4734
2517,2020-05-08,Kolkata,8242
2518,2020-03-20,Delhi,8899
2519,2020-02-10,Mumbai,4575
2520,2020-03-28,Mumbai,7696
2521,2020-04-25,Kolkata,4678
2522,2020-01-29,Delhi,3131
2523,2020-02-06,Kolkata,6059
2524,2020-04-16,Mumbai,5169
2525,2020-01-25,Kolkata,4604
2526,2020-01-09,Banglore,2049
2527,2020-03-29,Mumbai,9323
2528,2020-03-09,Kolkata,9220
2529,2020-04-29,Delhi,9292
2530,2020-02-21,Delhi,7286
2531,2020-01-23,Delhi,9635
2532,2020-05-19,Mumbai,9273
2533,2020-01-15,Mumbai,9666
2534,2020-03-09,Mumbai,7839
2535,2020-02-28,Mumbai,8417
2536,2020-05-30,Kolkata,6445
2537,2020-01-18,Mumbai,6029
2538,2020-02-25,Mumbai,9885
2539,2020-03-13,Banglore,4474
2540,2020-03-01,Mumbai,8732
2541,2020-01-12,Banglore,3345
2542,2020-02-08,Banglore,9575
2543,2020-04-20,Mumbai,2884
2544,2020-03-25,Banglore,9626
2545,2020-05-27,Kolkata,9657
2546,2020-04-29,Delhi,7646
2547,2020-04-09,Mumbai,9702
2548,2020-05-17,Mumbai,6040
2549,2020-02-23,Kolkata,4020
2550,2020-04-11,Banglore,9875
2551,2020-02-04,Mumbai,9020
2552,2020-03-17,Mumbai,2979
2553,2020-04-18,Kolkata,9250
2554,2020-03-08,Kolkata,9871
2555,2020-03-30,Delhi,7613
2556,2020-01-31,Mumbai,5439
2557,2020-01-26,Kolkata,2246
2558,2020-04-07,Delhi,5588
2559,2020-02-19,Delhi,8655
2560,2020-01-13,Banglore,6707
2561,2020-02-05,Kolkata,7516
2562,2020-01-10,Delhi,7094
2563,2020-04-17,Kolkata,8541
2564,2020-05-02,Delhi,3663
2565,2020-01-05,Mumbai,8268
2566,2020-02-22,Mumbai,2051
2567,2020-04-07,Mumbai,5553
2568,2020-01-04,Kolkata,6779
2569,2020-05-04,Banglore,9014
2570,2020-01-21,Delhi,6843
2571,2020-01-22,Banglore,3738
2572,2020-05-13,Kolkata,4842
2573,2020-02-16,Kolkata,8804
2574,2020-04-13,Banglore,8797
2575,2020-04-28,Kolkata,5011
2576,2020-02-20,Mumbai,5953
2577,2020-02-20,Delhi,8385
2578,2020-03-06,Banglore,4046
2579,2020-03-01,Kolkata,7513
2580,2020-04-27,Delhi,8103
2581,2020-02-01,Kolkata,3371
2582,2020-05-09,Mumbai,7512
2583,2020-01-31,Kolkata,4086
2584,2020-03-03,Kolkata,5631
2585,2020-02-24,Mumbai,7383
2586,2020-02-13,Mumbai,4931
2587,2020-01-18,Delhi,7834
2588,2020-05-28,Kolkata,4775
2589,2020-01-02,Kolkata,6478
2590,2020-03-21,Mumbai,8959
2591,2020-04-12,Banglore,2824
2592,2020-05-19,Mumbai,4734
2593,2020-03-28,Banglore,4352
2594,2020-02-02,Mumbai,2951
2595,2020-02-02,Kolkata,5596
2596,2020-04-25,Delhi,3996
2597,2020-02-12,Mumbai,7197
2598,2020-05-12,Delhi,4438
2599,2020-03-03,Mumbai,8114
2600,2020-03-09,Delhi,4014
2601,2020-02-28,Delhi,3938
2602,2020-03-24,Banglore,3653
2603,2020-03-25,Banglore,2435
2604,2020-03-28,Banglore,3113
2605,2020-05-23,Kolkata,3040
2606,2020-03-15,Delhi,2356
2607,2020-05-21,Banglore,7328
2608,2020-01-09,Mumbai,2844
2609,2020-02-02,Delhi,3587
2610,2020-03-29,Banglore,7104
2611,2020-03-17,Mumbai,2009
2612,2020-04-18,Kolkata,7487
2613,2020-03-09,Delhi,7725
2614,2020-03-16,Delhi,6593
2615,2020-05-28,Banglore,9943
2616,2020-01-16,Banglore,3136
2617,2020-04-08,Delhi,6244
2618,2020-05-29,Delhi,7554
2619,2020-04-22,Kolkata,6293
2620,2020-02-13,Banglore,8122
2621,2020-05-27,Mumbai,3602
2622,2020-04-28,Mumbai,5515
2623,2020-03-01,Kolkata,6227
2624,2020-02-07,Kolkata,6727
2625,2020-04-25,Delhi,2548
2626,2020-05-01,Banglore,3024
2627,2020-01-17,Kolkata,4066
2628,2020-02-13,Banglore,6397
2629,2020-01-06,Delhi,9962
2630,2020-04-10,Kolkata,3116
2631,2020-02-07,Banglore,2025
2632,2020-04-07,Banglore,4048
2633,2020-02-23,Banglore,6696
2634,2020-05-07,Mumbai,8169
2635,2020-01-29,Kolkata,7455
2636,2020-02-16,Banglore,8145
2637,2020-04-23,Kolkata,8943
2638,2020-01-07,Kolkata,4410
2639,2020-03-28,Delhi,6120
2640,2020-05-21,Delhi,7025
2641,2020-03-07,Mumbai,6719
2642,2020-03-14,Banglore,2264
2643,2020-02-06,Kolkata,7330
2644,2020-05-01,Kolkata,9955
2645,2020-01-09,Delhi,7845
2646,2020-05-20,Delhi,4869
2647,2020-03-24,Banglore,9004
2648,2020-05-17,Mumbai,2286
2649,2020-05-13,Mumbai,9719
2650,2020-02-03,Kolkata,5060
2651,2020-02-05,Mumbai,4227
2652,2020-01-31,Mumbai,4378
2653,2020-05-12,Delhi,4702
2654,2020-05-11,Kolkata,6754
2655,2020-03-10,Mumbai,6058
2656,2020-01-07,Mumbai,7286
2657,2020-05-06,Delhi,7474
2658,2020-05-01,Banglore,9728
2659,2020-05-12,Delhi,4550
2660,2020-03-02,Mumbai,4138
2661,2020-05-28,Delhi,4522
2662,2020-05-02,Delhi,9887
2663,2020-01-24,Delhi,6760
2664,2020-01-31,Delhi,4844
2665,2020-01-17,Banglore,8886
2666,2020-04-12,Banglore,6356
2667,2020-02-13,Kolkata,2762
2668,2020-02-20,Banglore,3004
2669,2020-02-05,Banglore,7739
2670,2020-05-11,Delhi,2749
2671,2020-04-05,Kolkata,3969
2672,2020-04-09,Kolkata,6625
2673,2020-04-19,Banglore,6653
2674,2020-04-12,Delhi,7768
2675,2020-01-19,Banglore,5512
2676,2020-05-10,Mumbai,5337
2677,2020-03-22,Kolkata,4245
2678,2020-04-24,Delhi,7456
2679,2020-04-22,Kolkata,8190
2680,2020-01-08,Delhi,8480
2681,2020-03-14,Mumbai,3617
2682,2020-03-30,Banglore,4923
2683,2020-01-22,Delhi,3532
2684,2020-02-19,Delhi,5625
2685,2020-02-21,Kolkata,9244
2686,2020-04-15,Mumbai,9243
2687,2020-05-08,Banglore,8148
2688,2020-01-21,Mumbai,2004
2689,2020-01-18,Banglore,4274
2690,2020-03-07,Kolkata,7896
2691,2020-03-25,Kolkata,4268
2692,2020-04-01,Delhi,4608
2693,2020-01-19,Delhi,7781
2694,2020-04-21,Kolkata,5458
2695,2020-03-25,Mumbai,6545
2696,2020-04-24,Banglore,8724
2697,2020-05-09,Banglore,6061
2698,2020-02-27,Mumbai,3913
2699,2020-04-24,Delhi,4528
2700,2020-04-05,Kolkata,8507
2701,2020-04-05,Banglore,6253
2702,2020-05-05,Mumbai,9282
2703,2020-01-15,Mumbai,2455
2704,2020-04-24,Mumbai,4986
2705,2020-01-05,Kolkata,7759
2706,2020-03-13,Kolkata,6462
2707,2020-01-07,Banglore,6823
2708,2020-03-27,Mumbai,7628
2709,2020-01-13,Banglore,8877
2710,2020-05-05,Kolkata,9206
2711,2020-04-25,Delhi,6336
2712,2020-03-21,Mumbai,6002
2713,2020-02-07,Mumbai,5725
2714,2020-04-26,Delhi,5811
2715,2020-05-25,Delhi,7711
2716,2020-04-01,Delhi,4989
2717,2020-04-03,Kolkata,7028
2718,2020-02-12,Banglore,5977
2719,2020-05-31,Delhi,9720
2720,2020-04-24,Banglore,7349
2721,2020-04-05,Kolkata,7676
2722,2020-05-01,Kolkata,7357
2723,2020-01-23,Banglore,8255
2724,2020-01-12,Kolkata,5525
2725,2020-01-09,Kolkata,5172
2726,2020-04-23,Mumbai,5062
2727,2020-03-10,Banglore,5004
2728,2020-05-04,Mumbai,9746
2729,2020-02-11,Mumbai,3383
2730,2020-05-31,Banglore,3788
2731,2020-05-02,Mumbai,7974
2732,2020-05-11,Mumbai,9842
2733,2020-01-01,Kolkata,4425
2734,2020-04-05,Kolkata,2022
2735,2020-03-07,Mumbai,4379
2736,2020-03-18,Banglore,8696
2737,2020-05-29,Delhi,3595
2738,2020-04-22,Kolkata,7857
2739,2020-05-31,Kolkata,5019
2740,2020-03-09,Banglore,7482
2741,2020-03-19,Banglore,4457
2742,2020-03-27,Mumbai,4100
2743,2020-05-24,Banglore,6603
2744,2020-05-13,Mumbai,6102
2745,2020-05-11,Kolkata,5227
2746,2020-05-20,Kolkata,6559
2747,2020-04-15,Delhi,7693
2748,2020-01-22,Banglore,8975
2749,2020-02-14,Mumbai,4331
2750,2020-03-03,Banglore,2174
2751,2020-01-29,Delhi,3603
2752,2020-05-21,Mumbai,4798
2753,2020-01-16,Banglore,9907
2754,2020-02-02,Banglore,2688
2755,2020-03-30,Delhi,2343
2756,2020-02-06,Mumbai,7032
2757,2020-03-14,Banglore,3055
2758,2020-01-14,Mumbai,2530
2759,2020-01-17,Kolkata,5751
2760,2020-05-08,Kolkata,2564
2761,2020-01-12,Delhi,5555
2762,2020-03-17,Mumbai,6981
2763,2020-03-30,Kolkata,6330
2764,2020-04-08,Banglore,2440
2765,2020-02-22,Banglore,8006
2766,2020-05-30,Kolkata,5204
2767,2020-04-07,Kolkata,4709
2768,2020-04-06,Delhi,7008
2769,2020-05-19,Delhi,9844
2770,2020-04-16,Kolkata,6675
2771,2020-01-05,Banglore,2012
2772,2020-02-16,Mumbai,3127
2773,2020-01-08,Banglore,3907
2774,2020-02-23,Mumbai,4979
2775,2020-05-10,Mumbai,7645
2776,2020-02-05,Delhi,6194
2777,2020-02-20,Kolkata,8291
2778,2020-04-18,Mumbai,6029
2779,2020-05-30,Delhi,2222
2780,2020-03-25,Banglore,5439
2781,2020-04-29,Banglore,9224
2782,2020-03-06,Mumbai,4028
2783,2020-01-03,Delhi,3741
2784,2020-04-22,Mumbai,6714
2785,2020-02-25,Banglore,3515
2786,2020-01-15,Delhi,8726
2787,2020-01-26,Banglore,4818
2788,2020-05-03,Delhi,9500
2789,2020-01-31,Banglore,8124
2790,2020-05-06,Banglore,3884
2791,2020-04-11,Delhi,4618
2792,2020-04-29,Delhi,7773
2793,2020-03-27,Banglore,2655
2794,2020-01-13,Mumbai,4505
2795,2020-05-17,Delhi,6850
2796,2020-02-10,Mumbai,7342
2797,2020-03-09,Delhi,7585
2798,2020-03-09,Kolkata,5556
2799,2020-05-21,Mumbai,6163
2800,2020-04-15,Banglore,8157
2801,2020-01-28,Mumbai,4370
2802,2020-05-13,Kolkata,3116
2803,2020-03-20,Banglore,3112
2804,2020-04-11,Mumbai,5392
2805,2020-03-15,Kolkata,6537
2806,2020-02-07,Banglore,5904
2807,2020-05-18,Delhi,5184
2808,2020-01-04,Delhi,7707
2809,2020-02-24,Kolkata,6098
2810,2020-05-03,Delhi,2565
2811,2020-05-16,Kolkata,2051
2812,2020-04-24,Mumbai,6873
2813,2020-04-11,Delhi,9356
2814,2020-05-21,Mumbai,2941
2815,2020-02-07,Mumbai,8410
2816,2020-01-06,Delhi,8381
2817,2020-03-31,Mumbai,4548
2818,2020-03-26,Kolkata,8181
2819,2020-01-27,Mumbai,9523
2820,2020-02-18,Mumbai,3216
2821,2020-02-29,Delhi,3999
2822,2020-05-24,Delhi,2528
2823,2020-03-08,Kolkata,7839
2824,2020-01-11,Kolkata,6478
2825,2020-05-05,Mumbai,3104
2826,2020-03-30,Kolkata,2972
2827,2020-02-28,Kolkata,7681
2828,2020-02-15,Delhi,3089
2829,2020-05-03,Kolkata,6987
2830,2020-02-09,Banglore,6541
2831,2020-03-22,Kolkata,8383
2832,2020-04-03,Banglore,3798
2833,2020-02-12,Delhi,9685
2834,2020-01-16,Banglore,4587
2835,2020-03-06,Mumbai,5682
2836,2020-01-16,Mumbai,9432
2837,2020-03-05,Mumbai,8153
2838,2020-01-17,Banglore,4409
2839,2020-05-30,Banglore,7259
2840,2020-04-15,Delhi,2653
2841,2020-03-21,Delhi,6473
2842,2020-05-15,Delhi,9797
2843,2020-05-31,Banglore,5669
2844,2020-03-21,Banglore,5059
2845,2020-05-16,Delhi,4190
2846,2020-02-25,Kolkata,6304
2847,2020-03-17,Delhi,5870
2848,2020-05-19,Delhi,2810
2849,2020-04-04,Mumbai,8008
2850,2020-04-20,Kolkata,7821
2851,2020-01-18,Kolkata,8528
2852,2020-05-23,Delhi,2340
2853,2020-02-12,Banglore,8007
2854,2020-04-24,Kolkata,8782
2855,2020-04-20,Kolkata,5940
2856,2020-03-15,Kolkata,4707
2857,2020-01-06,Banglore,2305
2858,2020-03-16,Kolkata,3178
2859,2020-02-23,Kolkata,9104
2860,2020-04-02,Delhi,7079
2861,2020-02-26,Kolkata,6677
2862,2020-02-02,Delhi,7633
2863,2020-02-21,Mumbai,8832
2864,2020-03-16,Kolkata,4837
2865,2020-02-25,Kolkata,4196
2866,2020-04-01,Banglore,2131
2867,2020-04-08,Kolkata,8826
2868,2020-02-19,Delhi,2972
2869,2020-02-26,Kolkata,4342
2870,2020-04-23,Banglore,2257
2871,2020-03-13,Banglore,4707
2872,2020-04-24,Kolkata,5622
2873,2020-04-28,Banglore,6098
2874,2020-05-12,Banglore,2795
2875,2020-02-02,Delhi,4562
2876,2020-01-19,Delhi,7463
2877,2020-03-04,Delhi,8533
2878,2020-02-10,Mumbai,7972
2879,2020-05-05,Mumbai,2660
2880,2020-04-18,Kolkata,6807
2881,2020-03-21,Delhi,8667
2882,2020-04-12,Banglore,9312
2883,2020-05-24,Mumbai,9664
2884,2020-04-20,Delhi,5318
2885,2020-02-03,Mumbai,6220
2886,2020-02-07,Delhi,3862
2887,2020-02-03,Delhi,3263
2888,2020-04-13,Mumbai,9955
2889,2020-01-29,Banglore,8207
2890,2020-02-16,Delhi,2645
2891,2020-05-22,Mumbai,7117
2892,2020-03-24,Mumbai,7547
2893,2020-02-28,Kolkata,2721
2894,2020-04-03,Banglore,4651
2895,2020-01-30,Delhi,6607
2896,2020-03-09,Banglore,5987
2897,2020-03-15,Banglore,4738
2898,2020-05-11,Banglore,5475
2899,2020-02-24,Banglore,9290
2900,2020-05-13,Kolkata,2564
2901,2020-02-18,Mumbai,9419
2902,2020-04-24,Banglore,8455
2903,2020-01-26,Delhi,6059
2904,2020-04-02,Delhi,2203
2905,2020-02-11,Delhi,4028
2906,2020-05-04,Banglore,7605
2907,2020-03-09,Mumbai,2761
2908,2020-05-19,Banglore,6012
2909,2020-04-27,Delhi,8498
2910,2020-03-14,Kolkata,2906
2911,2020-01-24,Delhi,5565
2912,2020-05-08,Delhi,4582
2913,2020-05-13,Mumbai,7551
2914,2020-03-28,Mumbai,9429
2915,2020-05-24,Banglore,4826
2916,2020-02-14,Mumbai,6968
2917,2020-02-29,Mumbai,2941
2918,2020-01-05,Mumbai,4842
2919,2020-02-12,Mumbai,3314
2920,2020-03-03,Banglore,4672
2921,2020-05-05,Kolkata,3777
2922,2020-02-11,Delhi,5320
2923,2020-03-28,Banglore,7032
2924,2020-03-30,Mumbai,2064
2925,2020-02-11,Banglore,7593
2926,2020-02-24,Delhi,5537
2927,2020-03-01,Delhi,2874
2928,2020-01-14,Kolkata,9275
2929,2020-03-17,Banglore,5252
2930,2020-03-22,Mumbai,8718
2931,2020-02-18,Kolkata,7168
2932,2020-01-23,Kolkata,4006
2933,2020-04-09,Banglore,2920
2934,2020-05-24,Delhi,5638
2935,2020-04-12,Banglore,5026
2936,2020-05-20,Delhi,9182
2937,2020-04-26,Banglore,5456
2938,2020-03-03,Mumbai,6972
2939,2020-05-30,Banglore,6951
2940,2020-04-29,Mumbai,3048
2941,2020-03-27,Mumbai,4329
2942,2020-01-03,Mumbai,7113
2943,2020-05-27,Delhi,7665
2944,2020-03-04,Kolkata,5782
2945,2020-03-24,Kolkata,2370
2946,2020-04-18,Mumbai,7836
2947,2020-05-16,Banglore,5755
2948,2020-05-01,Banglore,2258
2949,2020-05-30,Banglore,5456
2950,2020-04-29,Banglore,7708
2951,2020-04-25,Delhi,5291
2952,2020-01-23,Mumbai,8810
2953,2020-01-08,Mumbai,8587
2954,2020-03-08,Delhi,2678
2955,2020-05-16,Mumbai,5638
2956,2020-05-22,Delhi,2564
2957,2020-02-29,Mumbai,4241
2958,2020-05-25,Kolkata,5812
2959,2020-02-10,Delhi,6812
2960,2020-05-31,Banglore,5187
2961,2020-05-04,Mumbai,8917
2962,2020-02-21,Delhi,7712
2963,2020-05-31,Kolkata,4986
2964,2020-02-01,Mumbai,2639
2965,2020-04-03,Banglore,8231
2966,2020-03-03,Banglore,4591
2967,2020-05-01,Banglore,8139
2968,2020-02-19,Banglore,3423
2969,2020-04-10,Kolkata,7528
2970,2020-01-28,Mumbai,3845
2971,2020-04-23,Banglore,7852
2972,2020-01-14,Kolkata,8250
2973,2020-03-10,Mumbai,3552
2974,2020-01-19,Mumbai,7197
2975,2020-03-22,Delhi,3197
2976,2020-04-17,Mumbai,7600
2977,2020-04-21,Mumbai,7294
2978,2020-03-25,Mumbai,2956
2979,2020-03-27,Mumbai,9491
2980,2020-01-29,Kolkata,4815
2981,2020-01-17,Mumbai,4891
2982,2020-03-28,Delhi,3245
2983,2020-02-13,Banglore,9712
2984,2020-02-11,Delhi,6016
2985,2020-03-09,Kolkata,9462
2986,2020-01-28,Banglore,3615
2987,2020-05-30,Delhi,8914
2988,2020-03-03,Kolkata,3503
2989,2020-05-13,Mumbai,9825
2990,2020-02-26,Mumbai,2732
2991,2020-02-04,Delhi,9934
2992,2020-04-25,Delhi,6421
2993,2020-05-15,Delhi,2096
2994,2020-03-12,Banglore,5428
2995,2020-04-28,Mumbai,3736
2996,2020-05-21,Mumbai,5033
2997,2020-03-15,Banglore,2740
2998,2020-05-09,Delhi,3835
2999,2020-02-12,Banglore,3408
3000,2020-04-22,Banglore,8726
3001,2020-01-18,Kolkata,8786
3002,2020-01-18,Kolkata,7527
3003,2020-03-02,Kolkata,2708
3004,2020-02-16,Kolkata,6493
3005,2020-02-12,Mumbai,3957
3006,2020-02-15,Kolkata,4184
3007,2020-05-15,Kolkata,3370
3008,2020-03-28,Delhi,9672
3009,2020-01-30,Kolkata,2751
3010,2020-04-17,Delhi,5272
3011,2020-03-20,Kolkata,9068
3012,2020-01-13,Delhi,6821
3013,2020-01-18,Delhi,8794
3014,2020-03-11,Kolkata,4439
3015,2020-01-16,Kolkata,6261
3016,2020-04-10,Banglore,2593
3017,2020-05-05,Mumbai,6880
3018,2020-05-12,Mumbai,2324
3019,2020-04-20,Kolkata,6080
3020,2020-04-21,Kolkata,7381
3021,2020-03-30,Kolkata,4186
3022,2020-03-23,Banglore,4070
3023,2020-05-27,Banglore,4849
3024,2020-05-25,Delhi,6933
3025,2020-03-10,Banglore,9277
3026,2020-01-22,Banglore,3276
3027,2020-02-02,Kolkata,3942
3028,2020-01-12,Kolkata,8740
3029,2020-02-12,Mumbai,6501
3030,2020-01-22,Delhi,7506
3031,2020-01-01,Banglore,3252
3032,2020-01-21,Banglore,8447
3033,2020-01-18,Kolkata,8606
3034,2020-04-09,Kolkata,3018
3035,2020-04-22,Banglore,8461
3036,2020-05-20,Mumbai,2846
3037,2020-03-16,Mumbai,2541
3038,2020-05-08,Mumbai,4798
3039,2020-04-01,Banglore,6935
3040,2020-04-25,Kolkata,5060
3041,2020-03-12,Kolkata,5773
3042,2020-02-12,Mumbai,4422
3043,2020-04-27,Delhi,5913
3044,2020-05-16,Delhi,5426
3045,2020-04-13,Mumbai,3473
3046,2020-01-12,Kolkata,8061
3047,2020-03-08,Banglore,7527
3048,2020-03-24,Delhi,3490
3049,2020-05-19,Kolkata,7506
3050,2020-05-21,Delhi,8251
3051,2020-02-23,Kolkata,7287
3052,2020-01-02,Banglore,5555
3053,2020-01-02,Banglore,5957
3054,2020-05-10,Banglore,3407
3055,2020-02-28,Delhi,3359
3056,2020-01-26,Kolkata,8426
3057,2020-02-27,Kolkata,5357
3058,2020-03-20,Mumbai,7804
3059,2020-01-14,Mumbai,2136
3060,2020-05-07,Kolkata,7370
3061,2020-01-06,Kolkata,2851
3062,2020-04-17,Banglore,8746
3063,2020-03-26,Banglore,3126
3064,2020-05-16,Kolkata,7946
3065,2020-05-08,Delhi,4129
3066,2020-01-27,Kolkata,3714
3067,2020-02-28,Banglore,7400
3068,2020-05-28,Delhi,3178
3069,2020-01-25,Kolkata,8577
3070,2020-04-21,Banglore,2734
3071,2020-03-18,Banglore,8325
3072,2020-03-14,Banglore,7833
3073,2020-05-04,Mumbai,9179
3074,2020-02-15,Kolkata,4164
3075,2020-03-04,Delhi,5888
3076,2020-05-12,Mumbai,4637
